nomor_struk,tgl_transaksi,kode_produk,nama_produk,jumlah_terjual,harga,total_nilai
INV-00001342,05-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00001342,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001342,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001342,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001342,05-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00001342,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001342,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001342,05-02-2025,MIEIN5,Mi Instan (Isi 5),3,19000,57000
INV-00001343,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001343,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001343,05-02-2025,PSUDAP,Pisau Dapur Stainless,4,55000,220000
INV-00001343,05-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00001343,05-02-2025,CPDSNT,Celana Pendek Santai,2,67000,134000
INV-00001344,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001344,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001345,05-02-2025,PYGLPT,Payung Lipat Standar,1,40000,40000
INV-00001345,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001345,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001345,05-02-2025,PSUDAP,Pisau Dapur Stainless,3,55000,165000
INV-00001345,05-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00001345,05-02-2025,MGR1L,Minyak Goreng Refill 1L,2,17500,35000
INV-00001346,05-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00001346,05-02-2025,SPKBT,Speaker Bluetooth Portabel,5,98500,492500
INV-00001346,05-02-2025,TISWJH,Tisu Wajah Pack Ganda,2,32500,65000
INV-00001346,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001346,05-02-2025,PSUDAP,Pisau Dapur Stainless,2,55000,110000
INV-00001347,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001347,05-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00001347,05-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00001347,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001347,05-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00001347,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001347,05-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00001348,05-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00001348,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001348,05-02-2025,SUFORA,Susu Formula Anak (Box),1,57000,57000
INV-00001348,05-02-2025,PSUDAP,Pisau Dapur Stainless,1,55000,55000
INV-00001348,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001348,05-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00001348,05-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00001349,05-02-2025,MSWRLS,Mouse Wireless,3,75000,225000
INV-00001349,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001349,05-02-2025,BTLPLT,Botol Minum Plastik,3,47000,141000
INV-00001349,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001349,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001349,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001350,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001350,05-02-2025,MIEIN5,Mi Instan (Isi 5),1,19000,19000
INV-00001350,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001350,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001350,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001350,05-02-2025,BATAA4,Baterai AA (Isi 4),3,15500,46500
INV-00001350,05-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00001350,05-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00001351,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001351,05-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00001352,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001352,05-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00001352,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001352,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001352,05-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00001352,05-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00001353,05-02-2025,DEOSPR,Deodoran Spray,4,49500,198000
INV-00001353,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001354,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001354,05-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00001354,05-02-2025,WJANEM,Wajan Enamel Anti Lengket,1,80000,80000
INV-00001355,05-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00001355,05-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00001355,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001355,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001356,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001356,05-02-2025,CPL2L,Cairan Pembersih Lantai 2L,1,27500,27500
INV-00001356,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001356,05-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00001356,05-02-2025,MARGRN,Margarin Serbaguna,5,18000,90000
INV-00001357,05-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00001357,05-02-2025,TPTRG1,Tepung Terigu 1kg,2,10500,21000
INV-00001357,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001357,05-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00001357,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001357,05-02-2025,KBLCHG,Kabel Data Fast Charge,8,59000,472000
INV-00001357,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001357,05-02-2025,MIEIN5,Mi Instan (Isi 5),1,19000,19000
INV-00001357,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001357,05-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00001358,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001358,05-02-2025,MIEIN5,Mi Instan (Isi 5),4,19000,76000
INV-00001358,05-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00001358,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001358,05-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00001359,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001359,05-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00001359,05-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00001359,05-02-2025,WDHMA K,Wadah Penyimpanan Makanan,4,78000,312000
INV-00001359,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001359,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001359,05-02-2025,MSWRLS,Mouse Wireless,4,75000,300000
INV-00001359,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001360,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001360,05-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00001360,05-02-2025,PSUDAP,Pisau Dapur Stainless,2,55000,110000
INV-00001360,05-02-2025,TISWJH,Tisu Wajah Pack Ganda,2,32500,65000
INV-00001360,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001360,05-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00001360,05-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00001360,05-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00001360,05-02-2025,TPTRG1,Tepung Terigu 1kg,6,10500,63000
INV-00001360,05-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00001361,05-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00001361,05-02-2025,KIPASM,Kipas Angin Meja Kecil,5,49500,247500
INV-00001361,05-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00001361,05-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00001361,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001361,05-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00001361,05-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00001361,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001361,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001361,05-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00001362,05-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00001362,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001362,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001362,05-02-2025,GULP2K,Gula Pasir 2kg,2,44500,89000
INV-00001362,05-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00001362,05-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00001362,05-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00001362,05-02-2025,BATAA4,Baterai AA (Isi 4),2,15500,31000
INV-00001362,05-02-2025,TPTRG1,Tepung Terigu 1kg,1,10500,10500
INV-00001363,05-02-2025,PMTPAK,Pemutih Pakaian 1L,1,31000,31000
INV-00001363,05-02-2025,TPTRG1,Tepung Terigu 1kg,6,10500,63000
INV-00001363,05-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00001363,05-02-2025,KBLCHG,Kabel Data Fast Charge,8,59000,472000
INV-00001363,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001363,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001363,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001363,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001363,05-02-2025,PSGIGI,Pasta Gigi Pack Besar,1,23500,23500
INV-00001363,05-02-2025,KSETAS,Keset Kaki Anti-Slip,2,70000,140000
INV-00001364,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001364,05-02-2025,TPTRG1,Tepung Terigu 1kg,5,10500,52500
INV-00001365,05-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00001365,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001366,05-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00001366,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001366,05-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00001366,05-02-2025,TISWJH,Tisu Wajah Pack Ganda,1,32500,32500
INV-00001366,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001366,05-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00001366,05-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00001367,05-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00001367,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001368,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00001368,05-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00001369,05-02-2025,VITC30,Vitamin C (Botol Isi 30),5,58000,290000
INV-00001369,05-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00001369,05-02-2025,KSETAS,Keset Kaki Anti-Slip,2,70000,140000
INV-00001369,05-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00001369,05-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00001369,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001369,05-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00001369,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001369,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001370,05-02-2025,KBLCHG,Kabel Data Fast Charge,6,59000,354000
INV-00001370,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001370,05-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00001370,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001370,05-02-2025,TRMS50,Termos Air Panas 500ml,4,81000,324000
INV-00001370,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001371,05-02-2025,SUFORA,Susu Formula Anak (Box),1,57000,57000
INV-00001371,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001371,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001371,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001371,05-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00001371,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001371,05-02-2025,DEOSPR,Deodoran Spray,5,49500,247500
INV-00001372,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001372,05-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00001373,05-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00001373,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001373,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001373,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001373,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001373,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001373,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001373,05-02-2025,BATAA4,Baterai AA (Isi 4),7,15500,108500
INV-00001373,05-02-2025,TPTRG1,Tepung Terigu 1kg,1,10500,10500
INV-00001374,05-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00001374,05-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00001374,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001375,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001375,05-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00001375,05-02-2025,KBLCHG,Kabel Data Fast Charge,6,59000,354000
INV-00001375,05-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00001375,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001375,05-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00001375,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001375,05-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00001375,05-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00001376,05-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00001376,05-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00001376,05-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00001376,05-02-2025,KBLCHG,Kabel Data Fast Charge,9,59000,531000
INV-00001376,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001376,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001376,05-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00001376,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001377,05-02-2025,PSUDAP,Pisau Dapur Stainless,1,55000,55000
INV-00001378,05-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00001378,05-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00001378,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001378,05-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00001378,05-02-2025,RAKP3S,Rak Plastik Susun 3,1,79500,79500
INV-00001379,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001379,05-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00001379,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001379,05-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00001380,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001380,05-02-2025,HDPCON,Headphone Kabel Standar,1,97500,97500
INV-00001380,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001380,05-02-2025,BATAA4,Baterai AA (Isi 4),3,15500,46500
INV-00001380,05-02-2025,JASHJN,Jas Hujan Plastik,2,70500,141000
INV-00001381,05-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00001381,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001382,05-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00001382,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001382,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001382,05-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00001382,05-02-2025,TISWJH,Tisu Wajah Pack Ganda,3,32500,97500
INV-00001382,05-02-2025,BANTAL,Bantal Tidur Silikon,2,66500,133000
INV-00001382,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001382,05-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00001382,05-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00001382,05-02-2025,KIPASM,Kipas Angin Meja Kecil,1,49500,49500
INV-00001383,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001384,05-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00001385,05-02-2025,BATAA4,Baterai AA (Isi 4),2,15500,31000
INV-00001385,05-02-2025,KIPASM,Kipas Angin Meja Kecil,5,49500,247500
INV-00001385,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001385,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001385,05-02-2025,PSUDAP,Pisau Dapur Stainless,2,55000,110000
INV-00001385,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001386,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001386,05-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00001386,05-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00001386,05-02-2025,SLCOKA,Selai Coklat Kacang,2,58500,117000
INV-00001386,05-02-2025,MGR1L,Minyak Goreng Refill 1L,2,17500,35000
INV-00001386,05-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00001387,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001387,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001387,05-02-2025,TRMS50,Termos Air Panas 500ml,2,81000,162000
INV-00001387,05-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00001388,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001388,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001388,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001388,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001388,05-02-2025,SLCOKA,Selai Coklat Kacang,1,58500,58500
INV-00001389,05-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00001389,05-02-2025,DEOSPR,Deodoran Spray,2,49500,99000
INV-00001389,05-02-2025,TISWJH,Tisu Wajah Pack Ganda,3,32500,97500
INV-00001389,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001389,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001389,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001390,05-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00001390,05-02-2025,SUFORA,Susu Formula Anak (Box),2,57000,114000
INV-00001390,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001390,05-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00001391,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001391,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001391,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001391,05-02-2025,SUFORA,Susu Formula Anak (Box),2,57000,114000
INV-00001392,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001392,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001392,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001392,05-02-2025,TRMS50,Termos Air Panas 500ml,3,81000,243000
INV-00001392,05-02-2025,SPKBT,Speaker Bluetooth Portabel,1,98500,98500
INV-00001392,05-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00001392,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001392,05-02-2025,KIPASM,Kipas Angin Meja Kecil,5,49500,247500
INV-00001392,05-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00001392,05-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00001393,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001393,05-02-2025,MIEIN5,Mi Instan (Isi 5),2,19000,38000
INV-00001393,05-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00001393,05-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00001393,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001393,05-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00001394,05-02-2025,KBLCHG,Kabel Data Fast Charge,4,59000,236000
INV-00001394,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001394,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001394,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001394,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001394,05-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00001394,05-02-2025,PMTPAK,Pemutih Pakaian 1L,1,31000,31000
INV-00001394,05-02-2025,DISF1L,Cairan Disinfektan 1L,3,60500,181500
INV-00001394,05-02-2025,KCPMNB,Kecap Manis Botol Besar,2,31500,63000
INV-00001394,05-02-2025,TPTRG1,Tepung Terigu 1kg,5,10500,52500
INV-00001395,05-02-2025,BATAA4,Baterai AA (Isi 4),6,15500,93000
INV-00001395,05-02-2025,MGR1L,Minyak Goreng Refill 1L,4,17500,70000
INV-00001395,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001395,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00001396,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00001396,05-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00001396,05-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00001396,05-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00001396,05-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00001396,05-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00001396,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00001396,05-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00001397,05-02-2025,DEOSPR,Deodoran Spray,1,49500,49500
INV-00001397,05-02-2025,MARGRN,Margarin Serbaguna,1,18000,18000
INV-00001397,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00001397,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001397,05-02-2025,PSGIGI,Pasta Gigi Pack Besar,1,23500,23500
INV-00001397,05-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00001397,05-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00001397,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001397,05-02-2025,CPL2L,Cairan Pembersih Lantai 2L,2,27500,55000
INV-00001398,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001399,05-02-2025,CPDSNT,Celana Pendek Santai,1,67000,67000
INV-00001400,05-02-2025,PSUDAP,Pisau Dapur Stainless,1,55000,55000
INV-00001401,05-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00001402,05-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00001402,05-02-2025,KSETAS,Keset Kaki Anti-Slip,4,70000,280000
INV-00001402,05-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00001402,05-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00001402,05-02-2025,ALMAKS,Set Alat Makan Stainless,4,64500,258000
INV-00001402,05-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00001402,05-02-2025,DEOSPR,Deodoran Spray,4,49500,198000
INV-00001402,05-02-2025,MARGRN,Margarin Serbaguna,1,18000,18000
INV-00001403,05-02-2025,TRMS50,Termos Air Panas 500ml,3,81000,243000
INV-00001404,05-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00001404,05-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00001404,05-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
